Zeruhn report   \xFD\x13\x02\x00\x01\xFD
Goldsmithing    \xFD\x02\x02\x18\x1D\xFD
Great Sword   \xFD\x02\x02\x18\x1E\xFD
Bonecraft   \xFD\x02\x02\x18\x1F\xFD
Staff   \xFD\x02\x02\x18\x20\xFD
Clothcraft    \xFD\x02\x02\x18\x21\xFD
Woodworking   \xFD\x02\x02\x18\x22\xFD
Summoning Magic   \xFD\x02\x02\x18\x23\xFD
Sword   \xFD\x02\x02\x18\x24\xFD
Axe   \xFD\x02\x02\x18\x25\xFD
Great Axe   \xFD\x02\x02\x18\x26\xFD
Club    \xFD\x02\x02\x18\x27\xFD
Auction House   \xFD\x02\x02\x19\x01\xFD
Jewelry Store   \xFD\x02\x02\x19\x02\xFD
Goods Store   \xFD\x02\x02\x19\x03\xFD
Vendor    \xFD\x02\x02\x19\x04\xFD
Delivery    \xFD\x02\x02\x19\x05\xFD
Armor Shop    \xFD\x02\x02\x19\x06\xFD
Sea Travel Agency   \xFD\x02\x02\x19\x07\xFD
Restaurant    \xFD\x02\x02\x19\x08\xFD
Air Travel Agency   \xFD\x02\x02\x19\x09\xFD
Chocobo Stables   \xFD\x02\x02\x19\x0A\xFD
Tavern    \xFD\x02\x02\x19\x0B\xFD
Magic Shop    \xFD\x02\x02\x19\x0C\xFD
Map Vendor    \xFD\x02\x02\x19\x0D\xFD
Weapon Shop   \xFD\x02\x02\x19\x0E\xFD
Hat Shop    \xFD\x02\x02\x19\x0F\xFD
Guild Salesroom   \xFD\x02\x02\x19\x10\xFD
Tackle Shop   \xFD\x02\x02\x19\x11\xFD
Linkshell Vendor    \xFD\x02\x02\x19\x12\xFD
Music Shop    \xFD\x02\x02\x19\x13\xFD
Specialty Vendor    \xFD\x02\x02\x19\x14\xFD
Orc   \xFD\x02\x02\x1A\x01\xFD
Tiger   \xFD\x02\x02\x1A\x02\xFD
Funguar   \xFD\x02\x02\x1A\x03\xFD
Worm    \xFD\x02\x02\x1A\x04\xFD
Skeleton    \xFD\x02\x02\x1A\x05\xFD
Goblin    \xFD\x02\x02\x1A\x06\xFD
Malboro   \xFD\x02\x02\x1A\x07\xFD
Fish    \xFD\x02\x02\x1A\x08\xFD
Quadav    \xFD\x02\x02\x1A\x09\xFD
Yagudo    \xFD\x02\x02\x1A\x0A\xFD
Beastmen    \xFD\x02\x02\x1A\x0B\xFD
Raptor    \xFD\x02\x02\x1A\x0C\xFD
Leech   \xFD\x02\x02\x1A\x0D\xFD
Damselfly   \xFD\x02\x02\x1A\x0E\xFD
Dhalmel   \xFD\x02\x02\x1A\x0F\xFD
Rabbit    \xFD\x02\x02\x1A\x10\xFD
Bee   \xFD\x02\x02\x1A\x11\xFD
Lizard    \xFD\x02\x02\x1A\x12\xFD
Bat   \xFD\x02\x02\x1A\x13\xFD
Bird    \xFD\x02\x02\x1A\x14\xFD
Sheep   \xFD\x02\x02\x1A\x15\xFD
Crab    \xFD\x02\x02\x1A\x16\xFD
Antica    \xFD\x02\x02\x1A\x17\xFD
Sahagin   \xFD\x02\x02\x1A\x18\xFD
Tonberry    \xFD\x02\x02\x1A\x19\xFD
Protect   \xFD\x02\x02\x1B\x01\xFD
Viruna    \xFD\x02\x02\x1B\x02\xFD
Silence   \xFD\x02\x02\x1B\x03\xFD
Barparalyze   \xFD\x02\x02\x1B\x04\xFD
Haste   \xFD\x02\x02\x1B\x05\xFD
Slow    \xFD\x02\x02\x1B\x06\xFD
Banishga    \xFD\x02\x02\x1B\x07\xFD
Blink   \xFD\x02\x02\x1B\x08\xFD
Barblizzard   \xFD\x02\x02\x1B\x09\xFD
Diaga   \xFD\x02\x02\x1B\x0A\xFD
Banish    \xFD\x02\x02\x1B\x0B\xFD
Aquaveil    \xFD\x02\x02\x1B\x0C\xFD
Baraero   \xFD\x02\x02\x1B\x0D\xFD
Barstone    \xFD\x02\x02\x1B\x0E\xFD
Barthunder    \xFD\x02\x02\x1B\x0F\xFD
Barwater    \xFD\x02\x02\x1B\x10\xFD
Barfira   \xFD\x02\x02\x1B\x11\xFD
Barblizzara   \xFD\x02\x02\x1B\x12\xFD
Baraera   \xFD\x02\x02\x1B\x13\xFD
Barstonra   \xFD\x02\x02\x1B\x14\xFD
Barthundra    \xFD\x02\x02\x1B\x15\xFD
Barwatera   \xFD\x02\x02\x1B\x16\xFD
Teleport-Mea    \xFD\x02\x02\x1B\x17\xFD
Dia   \xFD\x02\x02\x1B\x18\xFD
Poisona   \xFD\x02\x02\x1B\x19\xFD
Paralyze    \xFD\x02\x02\x1B\x1A\xFD
Silena    \xFD\x02\x02\x1B\x1B\xFD
Blind   \xFD\x02\x02\x1B\x1C\xFD
Quake   \xFD\x02\x02\x1B\x1D\xFD
Freeze    \xFD\x02\x02\x1B\x1E\xFD
Flare   \xFD\x02\x02\x1B\x1F\xFD
Escape    \xFD\x02\x02\x1B\x20\xFD
Tractor   \xFD\x02\x02\x1B\x21\xFD
Reraise   \xFD\x02\x02\x1B\x22\xFD
Protectra   \xFD\x02\x02\x1B\x23\xFD
Curaga    \xFD\x02\x02\x1B\x24\xFD
Paralyna    \xFD\x02\x02\x1B\x25\xFD
Bio   \xFD\x02\x02\x1B\x26\xFD
Cure    \xFD\x02\x02\x1B\x27\xFD
Shock Spikes    \xFD\x02\x02\x1B\x28\xFD
Teleport-Holla    \xFD\x02\x02\x1B\x29\xFD
Stoneskin   \xFD\x02\x02\x1B\x2A\xFD
Stona   \xFD\x02\x02\x1B\x2B\xFD
Warp    \xFD\x02\x02\x1B\x2C\xFD
Bind    \xFD\x02\x02\x1B\x2D\xFD
Curse   \xFD\x02\x02\x1B\x2E\xFD
Drown   \xFD\x02\x02\x1B\x2F\xFD
Waterga   \xFD\x02\x02\x1B\x30\xFD
Teleport-Vahzl    \xFD\x02\x02\x1B\x31\xFD
Teleport-Vahzl    \xFD\x02\x02\x1B\x32\xFD
Deodorize   \xFD\x02\x02\x1B\x33\xFD
Sneak   \xFD\x02\x02\x1B\x34\xFD
Invisible   \xFD\x02\x02\x1B\x35\xFD
Refresh   \xFD\x02\x02\x1B\x36\xFD
Regen   \xFD\x02\x02\x1B\x37\xFD
Shellra   \xFD\x02\x02\x1B\x38\xFD
Flood   \xFD\x02\x02\x1B\x39\xFD
Thundaga    \xFD\x02\x02\x1B\x3A\xFD
Tornado   \xFD\x02\x02\x1B\x3B\xFD
Aeroga    \xFD\x02\x02\x1B\x3C\xFD
Poison    \xFD\x02\x02\x1B\x3D\xFD
Raise   \xFD\x02\x02\x1B\x3E\xFD
Holy    \xFD\x02\x02\x1B\x3F\xFD
Poisonga    \xFD\x02\x02\x1B\x40\xFD
Blindna   \xFD\x02\x02\x1B\x41\xFD
Gravity   \xFD\x02\x02\x1B\x42\xFD
Blizzaga    \xFD\x02\x02\x1B\x43\xFD
Stonega   \xFD\x02\x02\x1B\x44\xFD
Enwater   \xFD\x02\x02\x1B\x45\xFD
Barblindra    \xFD\x02\x02\x1B\x46\xFD
Barsilencera    \xFD\x02\x02\x1B\x47\xFD
Barvira   \xFD\x02\x02\x1B\x48\xFD
Enblizzard    \xFD\x02\x02\x1B\x49\xFD
Barsleep    \xFD\x02\x02\x1B\x4A\xFD
Enfire    \xFD\x02\x02\x1B\x4B\xFD
Firaga    \xFD\x02\x02\x1B\x4C\xFD
Water   \xFD\x02\x02\x1B\x4D\xFD
Barparalyzra    \xFD\x02\x02\x1B\x4E\xFD
Enthunder   \xFD\x02\x02\x1B\x4F\xFD
Barpetra    \xFD\x02\x02\x1B\x50\xFD
Teleport-Dem    \xFD\x02\x02\x1B\x51\xFD
Fire    \xFD\x02\x02\x1B\x52\xFD
Blizzard    \xFD\x02\x02\x1B\x53\xFD
Aero    \xFD\x02\x02\x1B\x54\xFD
Rasp    \xFD\x02\x02\x1B\x55\xFD
Thunder   \xFD\x02\x02\x1B\x56\xFD
Burst   \xFD\x02\x02\x1B\x57\xFD
Stone   \xFD\x02\x02\x1B\x58\xFD
Enstone   \xFD\x02\x02\x1B\x59\xFD
Frost   \xFD\x02\x02\x1B\x5A\xFD
Stun    \xFD\x02\x02\x1B\x5B\xFD
Burn    \xFD\x02\x02\x1B\x5C\xFD
Ice Spikes    \xFD\x02\x02\x1B\x5D\xFD
Blaze Spikes    \xFD\x02\x02\x1B\x5E\xFD
Aspir   \xFD\x02\x02\x1B\x5F\xFD
Drain   \xFD\x02\x02\x1B\x60\xFD
Barpoison   \xFD\x02\x02\x1B\x61\xFD
Choke   \xFD\x02\x02\x1B\x62\xFD
Barfire   \xFD\x02\x02\x1B\x63\xFD
Sleep   \xFD\x02\x02\x1B\x64\xFD
Cursna    \xFD\x02\x02\x1B\x65\xFD
Shell   \xFD\x02\x02\x1B\x66\xFD
Barblind    \xFD\x02\x02\x1B\x67\xFD
Barsilence    \xFD\x02\x02\x1B\x68\xFD
Barpetrify    \xFD\x02\x02\x1B\x69\xFD
Barvirus    \xFD\x02\x02\x1B\x6A\xFD
Barsleepra    \xFD\x02\x02\x1B\x6B\xFD
Enaero    \xFD\x02\x02\x1B\x6C\xFD
Shock   \xFD\x02\x02\x1B\x6D\xFD
Barpoisonra   \xFD\x02\x02\x1B\x6E\xFD
Dispel    \xFD\x02\x02\x1B\x6F\xFD
Erase   \xFD\x02\x02\x1B\x70\xFD
Phalanx   \xFD\x02\x02\x1B\x71\xFD
Teleport-Altep    \xFD\x02\x02\x1B\x72\xFD
Teleport-Yhoat    \xFD\x02\x02\x1B\x73\xFD
Flash   \xFD\x02\x02\x1B\x74\xFD
Absorb-STR    \xFD\x02\x02\x1B\x75\xFD
Absorb-DEX    \xFD\x02\x02\x1B\x76\xFD
Absorb-VIT    \xFD\x02\x02\x1B\x77\xFD
Absorb-AGI    \xFD\x02\x02\x1B\x78\xFD
Absorb-INT    \xFD\x02\x02\x1B\x79\xFD
Absorb-MND    \xFD\x02\x02\x1B\x7A\xFD
Absorb-CHR    \xFD\x02\x02\x1B\x7B\xFD
Absorb-TP   \xFD\x02\x02\x1B\x7C\xFD
Dread Spikes    \xFD\x02\x02\x1B\x7D\xFD
Repose    \xFD\x02\x02\x1B\x7E\xFD
Pyrohelix   \xFD\x02\x02\x1B\x7F\xFD
Hydrohelix    \xFD\x02\x02\x1B\x80\xFD
Ionohelix   \xFD\x02\x02\x1B\x81\xFD
Cryohelix   \xFD\x02\x02\x1B\x82\xFD
Geohelix    \xFD\x02\x02\x1B\x83\xFD
Anemohelix    \xFD\x02\x02\x1B\x84\xFD
Luminohelix   \xFD\x02\x02\x1B\x85\xFD
Noctohelix    \xFD\x02\x02\x1B\x86\xFD
Firestorm   \xFD\x02\x02\x1B\x87\xFD
Rainstorm   \xFD\x02\x02\x1B\x88\xFD
Thunderstorm    \xFD\x02\x02\x1B\x89\xFD
Hailstorm   \xFD\x02\x02\x1B\x8A\xFD
Sandstorm   \xFD\x02\x02\x1B\x8B\xFD
Windstorm   \xFD\x02\x02\x1B\x8C\xFD
Aurorastorm   \xFD\x02\x02\x1B\x8D\xFD
Voidstorm   \xFD\x02\x02\x1B\x8E\xFD
Recall-Jugner   \xFD\x02\x02\x1B\x8F\xFD
Recall-Pashh    \xFD\x02\x02\x1B\x90\xFD
Recall-Meriph   \xFD\x02\x02\x1B\x91\xFD
Retrace   \xFD\x02\x02\x1B\x92\xFD
Klimaform   \xFD\x02\x02\x1B\x93\xFD
Absorb-ACC    \xFD\x02\x02\x1B\x94\xFD
Reprisal    \xFD\x02\x02\x1B\x95\xFD
Cura    \xFD\x02\x02\x1B\x96\xFD
Sacrifice   \xFD\x02\x02\x1B\x97\xFD
Esuna   \xFD\x02\x02\x1B\x98\xFD
Auspice   \xFD\x02\x02\x1B\x99\xFD
March (Song)    \xFD\x02\x02\x1C\x01\xFD
Elegy   \xFD\x02\x02\x1C\x02\xFD
Etude   \xFD\x02\x02\x1C\x03\xFD
Carol   \xFD\x02\x02\x1C\x04\xFD
Finale    \xFD\x02\x02\x1C\x05\xFD
Requiem   \xFD\x02\x02\x1C\x06\xFD
Gavotte   \xFD\x02\x02\x1C\x07\xFD
Threnody    \xFD\x02\x02\x1C\x08\xFD
Hum   \xFD\x02\x02\x1C\x09\xFD
Paeon   \xFD\x02\x02\x1C\x0A\xFD
Operetta    \xFD\x02\x02\x1C\x0B\xFD
Fantasia    \xFD\x02\x02\x1C\x0C\xFD
Lullaby   \xFD\x02\x02\x1C\x0D\xFD
Ballad    \xFD\x02\x02\x1C\x0E\xFD
Minne   \xFD\x02\x02\x1C\x0F\xFD
Minuet    \xFD\x02\x02\x1C\x10\xFD
Madrigal    \xFD\x02\x02\x1C\x11\xFD
Prelude   \xFD\x02\x02\x1C\x12\xFD
Mambo   \xFD\x02\x02\x1C\x13\xFD
Aubade    \xFD\x02\x02\x1C\x14\xFD
Pastoral    \xFD\x02\x02\x1C\x15\xFD
Capriccio   \xFD\x02\x02\x1C\x16\xFD
Virelai   \xFD\x02\x02\x1C\x17\xFD
Virelai   \xFD\x02\x02\x1C\x18\xFD
Mazurka   \xFD\x02\x02\x1C\x19\xFD
Hymnus    \xFD\x02\x02\x1C\x1A\xFD
Round   \xFD\x02\x02\x1C\x1B\xFD
Sirvente    \xFD\x02\x02\x1C\x1C\xFD
Dirge   \xFD\x02\x02\x1C\x1D\xFD
Boots   \xFD\x02\x02\x1D\x01\xFD
Gaiters   \xFD\x02\x02\x1D\x02\xFD
Ring    \xFD\x02\x02\x1D\x03\xFD
Ledelsen    \xFD\x02\x02\x1D\x04\xFD
Leather   \xFD\x02\x02\x1D\x05\xFD
Robe    \xFD\x02\x02\x1D\x06\xFD
Rapier    \xFD\x02\x02\x1D\x07\xFD
Mittens   \xFD\x02\x02\x1D\x08\xFD
Ribbon    \xFD\x02\x02\x1D\x09\xFD
Armor   \xFD\x02\x02\x1D\x0A\xFD
Amulet    \xFD\x02\x02\x1D\x0B\xFD
Earring   \xFD\x02\x02\x1D\x0C\xFD
Bait    \xFD\x02\x02\x1D\x0D\xFD
Leggings    \xFD\x02\x02\x1D\x0E\xFD
Mail    \xFD\x02\x02\x1D\x0F\xFD
Obi   \xFD\x02\x02\x1D\x10\xFD
Hairpin   \xFD\x02\x02\x1D\x11\xFD
Cape    \xFD\x02\x02\x1D\x12\xFD
Gun   \xFD\x02\x02\x1D\x13\xFD
Kimono    \xFD\x02\x02\x1D\x14\xFD
Short Sword   \xFD\x02\x02\x1D\x15\xFD
Starting Gear   \xFD\x02\x02\x1D\x16\xFD
Headband    \xFD\x02\x02\x1D\x17\xFD
Jerkin    \xFD\x02\x02\x1D\x18\xFD
Gloves    \xFD\x02\x02\x1D\x19\xFD
Collar    \xFD\x02\x02\x1D\x1A\xFD
Scimitar    \xFD\x02\x02\x1D\x1B\xFD
Cuisses   \xFD\x02\x02\x1D\x1C\xFD
Scarf   \xFD\x02\x02\x1D\x1D\xFD
Spear   \xFD\x02\x02\x1D\x1E\xFD
Baselard    \xFD\x02\x02\x1D\x1F\xFD
Patas   \xFD\x02\x02\x1D\x20\xFD
Cesti   \xFD\x02\x02\x1D\x21\xFD
Plate   \xFD\x02\x02\x1D\x22\xFD
Artifact    \xFD\x02\x02\x1D\x23\xFD
Racial Gear   \xFD\x02\x02\x1D\x24\xFD
Sallet    \xFD\x02\x02\x1D\x25\xFD
Claymore    \xFD\x02\x02\x1D\x26\xFD
Subligar    \xFD\x02\x02\x1D\x27\xFD
Lance   \xFD\x02\x02\x1D\x28\xFD
Shinobi-gatana    \xFD\x02\x02\x1D\x29\xFD
Uchigatana    \xFD\x02\x02\x1D\x2A\xFD
Tachi   \xFD\x02\x02\x1D\x2B\xFD
Gorget    \xFD\x02\x02\x1D\x2C\xFD
Cloak   \xFD\x02\x02\x1D\x2D\xFD
Bastard Sword   \xFD\x02\x02\x1D\x2E\xFD
Scale   \xFD\x02\x02\x1D\x2F\xFD
Finger Gauntlets    \xFD\x02\x02\x1D\x30\xFD
Trousers    \xFD\x02\x02\x1D\x31\xFD
Tunic   \xFD\x02\x02\x1D\x32\xFD
Chain   \xFD\x02\x02\x1D\x33\xFD
Slacks    \xFD\x02\x02\x1D\x34\xFD
Doublet   \xFD\x02\x02\x1D\x35\xFD
Hachimaki   \xFD\x02\x02\x1D\x36\xFD
Slops   \xFD\x02\x02\x1D\x37\xFD
Buckler   \xFD\x02\x02\x1D\x38\xFD
Instruments   \xFD\x02\x02\x1D\x39\xFD
Longsword   \xFD\x02\x02\x1D\x3A\xFD
Bow   \xFD\x02\x02\x1D\x3B\xFD
Bullet    \xFD\x02\x02\x1D\x3C\xFD
Helm    \xFD\x02\x02\x1D\x3D\xFD
Arrow   \xFD\x02\x02\x1D\x3E\xFD
Clogs   \xFD\x02\x02\x1D\x3F\xFD
Harness   \xFD\x02\x02\x1D\x40\xFD
Circlet   \xFD\x02\x02\x1D\x41\xFD
Knuckles    \xFD\x02\x02\x1D\x42\xFD
Belt    \xFD\x02\x02\x1D\x43\xFD
Knife   \xFD\x02\x02\x1D\x44\xFD
Pendant   \xFD\x02\x02\x1D\x45\xFD
Mask    \xFD\x02\x02\x1D\x46\xFD
Mantle    \xFD\x02\x02\x1D\x47\xFD
Crossbow    \xFD\x02\x02\x1D\x48\xFD
Sitabaki    \xFD\x02\x02\x1D\x49\xFD
Fishing Rod   \xFD\x02\x02\x1D\x4A\xFD
Head Gear   \xFD\x02\x02\x1D\x4B\xFD
Greaves   \xFD\x02\x02\x1D\x4C\xFD
Greaves   \xFD\x02\x02\x1D\x4D\xFD
anything    \xFD\x02\x02\x1E\x01\xFD
gentleman   \xFD\x02\x02\x1E\x02\xFD
kindness    \xFD\x02\x02\x1E\x03\xFD
symbol    \xFD\x02\x02\x1E\x04\xFD
course    \xFD\x02\x02\x1E\x05\xFD
schedule    \xFD\x02\x02\x1E\x06\xFD
stage   \xFD\x02\x02\x1E\x07\xFD
notice    \xFD\x02\x02\x1E\x08\xFD
chance    \xFD\x02\x02\x1E\x09\xFD
map   \xFD\x02\x02\x1E\x0A\xFD
place   \xFD\x02\x02\x1E\x0B\xFD
company   \xFD\x02\x02\x1E\x0C\xFD
meat    \xFD\x02\x02\x1E\x0D\xFD
diary   \xFD\x02\x02\x1E\x0E\xFD
news    \xFD\x02\x02\x1E\x0F\xFD
doll    \xFD\x02\x02\x1E\x10\xFD
cloth   \xFD\x02\x02\x1E\x11\xFD
cat   \xFD\x02\x02\x1E\x12\xFD
price   \xFD\x02\x02\x1E\x13\xFD
leaf    \xFD\x02\x02\x1E\x14\xFD
box   \xFD\x02\x02\x1E\x15\xFD
bridge    \xFD\x02\x02\x1E\x16\xFD
train   \xFD\x02\x02\x1E\x17\xFD
nature    \xFD\x02\x02\x1E\x18\xFD
contest   \xFD\x02\x02\x1E\x19\xFD
computer    \xFD\x02\x02\x1E\x1A\xFD
last    \xFD\x02\x02\x1E\x1B\xFD
size    \xFD\x02\x02\x1E\x1C\xFD
rod   \xFD\x02\x02\x1E\x1D\xFD
death   \xFD\x02\x02\x1E\x1E\xFD
examination   \xFD\x02\x02\x1E\x1F\xFD
accident    \xFD\x02\x02\x1E\x20\xFD
work    \xFD\x02\x02\x1E\x21\xFD
fact    \xFD\x02\x02\x1E\x22\xFD
population    \xFD\x02\x02\x1E\x23\xFD
earthquake    \xFD\x02\x02\x1E\x24\xFD
series    \xFD\x02\x02\x1E\x25\xFD
quality   \xFD\x02\x02\x1E\x26\xFD
question    \xFD\x02\x02\x1E\x27\xFD
senior    \xFD\x02\x02\x1E\x28\xFD
island    \xFD\x02\x02\x1E\x29\xFD
photo   \xFD\x02\x02\x1E\x2A\xFD
liberty   \xFD\x02\x02\x1E\x2B\xFD
habit   \xFD\x02\x02\x1E\x2C\xFD
hobby   \xFD\x02\x02\x1E\x2D\xFD
rose    \xFD\x02\x02\x1E\x2E\xFD
dictionary    \xFD\x02\x02\x1E\x2F\xFD
joy   \xFD\x02\x02\x1E\x30\xFD
mistake   \xFD\x02\x02\x1E\x31\xFD
difference    \xFD\x02\x02\x1E\x32\xFD
blood   \xFD\x02\x02\x1E\x33\xFD
dance   \xFD\x02\x02\x1E\x34\xFD
lake    \xFD\x02\x02\x1E\x35\xFD
shop    \xFD\x02\x02\x1E\x36\xFD
everyone    \xFD\x02\x02\x1E\x37\xFD
order   \xFD\x02\x02\x1E\x38\xFD
announcement    \xFD\x02\x02\x1E\x39\xFD
menu    \xFD\x02\x02\x1E\x3A\xFD
book    \xFD\x02\x02\x1E\x3B\xFD
dream   \xFD\x02\x02\x1E\x3C\xFD
courage   \xFD\x02\x02\x1E\x3D\xFD
mountain    \xFD\x02\x02\x1E\x3E\xFD
promise   \xFD\x02\x02\x1E\x3F\xFD
problem   \xFD\x02\x02\x1E\x40\xFD
story   \xFD\x02\x02\x1E\x41\xFD
thing   \xFD\x02\x02\x1E\x42\xFD
owner   \xFD\x02\x02\x1E\x43\xFD
purpose   \xFD\x02\x02\x1E\x44\xFD
message   \xFD\x02\x02\x1E\x45\xFD
program   \xFD\x02\x02\x1E\x46\xFD
flower    \xFD\x02\x02\x1E\x47\xFD
language    \xFD\x02\x02\x1E\x48\xFD
half    \xFD\x02\x02\x1E\x49\xFD
clock   \xFD\x02\x02\x1E\x4A\xFD
Light   \xFD\x02\x02\x1E\x4B\xFD
smile   \xFD\x02\x02\x1E\x4C\xFD
date    \xFD\x02\x02\x1E\x4D\xFD
person    \xFD\x02\x02\x1E\x4E\xFD
secret    \xFD\x02\x02\x1E\x4F\xFD
master    \xFD\x02\x02\x1E\x50\xFD
present   \xFD\x02\x02\x1E\x51\xFD
market    \xFD\x02\x02\x1E\x52\xFD
sentence    \xFD\x02\x02\x1E\x53\xFD
peace   \xFD\x02\x02\x1E\x54\xFD
adventure   \xFD\x02\x02\x1E\x55\xFD
ticket    \xFD\x02\x02\x1E\x56\xFD
direction   \xFD\x02\x02\x1E\x57\xFD
report    \xFD\x02\x02\x1E\x58\xFD
cap   \xFD\x02\x02\x1E\x59\xFD
hat   \xFD\x02\x02\x1E\x5A\xFD
ball    \xFD\x02\x02\x1E\x5B\xFD
license   \xFD\x02\x02\x1E\x5C\xFD
part    \xFD\x02\x02\x1E\x5D\xFD
picture   \xFD\x02\x02\x1E\x5E\xFD
alphabet    \xFD\x02\x02\x1E\x5F\xFD
pond    \xFD\x02\x02\x1E\x60\xFD
opinion   \xFD\x02\x02\x1E\x61\xFD
position    \xFD\x02\x02\x1E\x62\xFD
event   \xFD\x02\x02\x1E\x63\xFD
entrance    \xFD\x02\x02\x1E\x64\xFD
color   \xFD\x02\x02\x1E\x65\xFD
rock    \xFD\x02\x02\x1E\x66\xFD
lie   \xFD\x02\x02\x1E\x67\xFD
guide   \xFD\x02\x02\x1E\x68\xFD
luck    \xFD\x02\x02\x1E\x69\xFD
hole    \xFD\x02\x02\x1E\x6A\xFD
excitement    \xFD\x02\x02\x1E\x6B\xFD
hill    \xFD\x02\x02\x1E\x6C\xFD
money   \xFD\x02\x02\x1E\x6D\xFD
fear    \xFD\x02\x02\x1E\x6E\xFD
husband   \xFD\x02\x02\x1E\x6F\xFD
sound   \xFD\x02\x02\x1E\x70\xFD
man   \xFD\x02\x02\x1E\x71\xFD
music   \xFD\x02\x02\x1E\x72\xFD
woman   \xFD\x02\x02\x1E\x73\xFD
communication   \xFD\x02\x02\x1E\x74\xFD
sea   \xFD\x02\x02\x1E\x75\xFD
friend    \xFD\x02\x02\x1E\x76\xFD
tool    \xFD\x02\x02\x1E\x77\xFD
phone   \xFD\x02\x02\x1E\x78\xFD
test    \xFD\x02\x02\x1E\x79\xFD
exit    \xFD\x02\x02\x1E\x7A\xFD
text    \xFD\x02\x02\x1E\x7B\xFD
mail    \xFD\x02\x02\x1E\x7C\xFD
letter    \xFD\x02\x02\x1E\x7D\xFD
hand    \xFD\x02\x02\x1E\x7E\xFD
wife    \xFD\x02\x02\x1E\x7F\xFD
earth   \xFD\x02\x02\x1E\x80\xFD
storm   \xFD\x02\x02\x1E\x81\xFD
rain    \xFD\x02\x02\x1E\x82\xFD
mine    \xFD\x02\x02\x1E\x83\xFD
example   \xFD\x02\x02\x1E\x84\xFD
reason    \xFD\x02\x02\x1E\x85\xFD
list    \xFD\x02\x02\x1E\x86\xFD
statue    \xFD\x02\x02\x1E\x87\xFD
idea    \xFD\x02\x02\x1E\x88\xFD
leg   \xFD\x02\x02\x1E\x89\xFD
play    \xFD\x02\x02\x1E\x8A\xFD
advice    \xFD\x02\x02\x1E\x8B\xFD
key   \xFD\x02\x02\x1E\x8C\xFD
moon    \xFD\x02\x02\x1E\x8D\xFD
birthday    \xFD\x02\x02\x1E\x8E\xFD
card    \xFD\x02\x02\x1E\x8F\xFD
each    \xFD\x02\x02\x1E\x90\xFD
carpenter   \xFD\x02\x02\x1E\x91\xFD
building    \xFD\x02\x02\x1E\x92\xFD
fun   \xFD\x02\x02\x1E\x93\xFD
journey   \xFD\x02\x02\x1E\x94\xFD
food    \xFD\x02\x02\x1E\x95\xFD
egg   \xFD\x02\x02\x1E\x96\xFD
onion   \xFD\x02\x02\x1E\x97\xFD
teacher   \xFD\x02\x02\x1E\x98\xFD
word    \xFD\x02\x02\x1E\x99\xFD
cabin   \xFD\x02\x02\x1E\x9A\xFD
shoes   \xFD\x02\x02\x1E\x9B\xFD
country   \xFD\x02\x02\x1E\x9C\xFD
cloud   \xFD\x02\x02\x1E\x9D\xFD
plan    \xFD\x02\x02\x1E\x9E\xFD
guest   \xFD\x02\x02\x1E\x9F\xFD
limit   \xFD\x02\x02\x1E\xA0\xFD
voice   \xFD\x02\x02\x1E\xA1\xFD
ice   \xFD\x02\x02\x1E\xA2\xFD
breath    \xFD\x02\x02\x1E\xA3\xFD
answer    \xFD\x02\x02\x1E\xA4\xFD
anyone    \xFD\x02\x02\x1E\xA5\xFD
machine   \xFD\x02\x02\x1E\xA6\xFD
wind    \xFD\x02\x02\x1E\xA7\xFD
bag   \xFD\x02\x02\x1E\xA8\xFD
paper   \xFD\x02\x02\x1E\xA9\xFD
hair    \xFD\x02\x02\x1E\xAA\xFD
camera    \xFD\x02\x02\x1E\xAB\xFD
river   \xFD\x02\x02\x1E\xAC\xFD
sightseeing   \xFD\x02\x02\x1E\xAD\xFD
sky   \xFD\x02\x02\x1E\xAE\xFD
memory    \xFD\x02\x02\x1E\xAF\xFD
child   \xFD\x02\x02\x1E\xB0\xFD
danger    \xFD\x02\x02\x1E\xB1\xFD
character   \xFD\x02\x02\x1E\xB3\xFD
interest    \xFD\x02\x02\x1E\xB4\xFD
medicine    \xFD\x02\x02\x1E\xB5\xFD
tax   \xFD\x02\x02\x1E\xB6\xFD
success   \xFD\x02\x02\x1E\xB7\xFD
mind    \xFD\x02\x02\x1E\xB8\xFD
government    \xFD\x02\x02\x1E\xB9\xFD
sale    \xFD\x02\x02\x1E\xBA\xFD
tree    \xFD\x02\x02\x1E\xBB\xFD
Final   \xFD\x02\x02\x1E\xBC\xFD
Fantasy   \xFD\x02\x02\x1E\xBD\xFD
Gravitation   \xFD\x02\x02\x1E\xBE\xFD
Fragmentation   \xFD\x02\x02\x1E\xBF\xFD
Distortion    \xFD\x02\x02\x1E\xC0\xFD
Fusion    \xFD\x02\x02\x1E\xC1\xFD
Compression   \xFD\x02\x02\x1E\xC2\xFD
Liquefaction    \xFD\x02\x02\x1E\xC3\xFD
Induration    \xFD\x02\x02\x1E\xC4\xFD
Reverberation   \xFD\x02\x02\x1E\xC5\xFD
Transfixion   \xFD\x02\x02\x1E\xC6\xFD
Scission    \xFD\x02\x02\x1E\xC7\xFD
Detonation    \xFD\x02\x02\x1E\xC8\xFD
Impaction   \xFD\x02\x02\x1E\xC9\xFD
Darkness    \xFD\x02\x02\x1E\xCA\xFD
Quiver    \xFD\x02\x02\x1E\xCB\xFD
